"","nombre_promocional","nombre_urbanistico","latitud","longitud","direccion","municipio","provincia","comunidad_autonoma","tipologia_asentamiento_principal","tipologia_asentamiento_secundario","fuente","enlace_web","enlance_a_mapa_foto_aerea","fecha_autor_fuente_de_la_foto","padre_adoptivo","superficie_terreno","superficie_construida","suelo_ocupado_actual","viviendas_construidas","plazas_hoteleras_construidas","parcelas_uso_industrial_construidas","parcelas_uso_comercial_construidas","parcelas_uso_equipamiento_construidas","estado_actual","comentarios_otras_opciones","promotor","constructor","arquitecto_o_tecnico_redactor","descripcion_propiedad","ubicacion_codigo_ine_municipio","ubicacion_codigo_ine_provincia","uso","comentarios_otros","tipologia_edificatoria","comentarios_tipologia","edificabilidad_absoluta_planificada_o_aprobada","viviendas_aprobadas_en_planeamiento","plazas_hoteleras_aprobadas_en_planeamiento","parcelas_uso_industrial_aprobadas_en_planeamiento","parcelas_uso_comercial_aprobadas_en_planeamiento","parcelas_uso_equipamiento_aprobadas_planeamiento","numero_habitantes_previsto_planeamiento","numero_de_visitantes_previsto_aplicable_centros_de_ocio_planeamiento","convenio_urbanistico_planeamiento_fecha_licencia","plan_parcial_planeamiento_fecha_licencia","modificacion_pgou_planeamiento_fecha_licencia","proyecto_urbanistico_planeamiento_fecha_licencia","licencia_obras_planeamiento_fecha_licencia","otras_fechas_planeamiento_fecha_licencia","convenio_urbanistico_planeamiento_tecnico_redactor","plan_parcial_planeamiento_tecnico_redactor","modificacion_pgou_planeamiento_tecnico_redactor","proyecto_urbanistico_planeamiento_tecnico_redactor","licencia_obras_planeamiento_tecnico_redactor","otros_planeamiento_tecnico_redactor","convenio_urbanistico_politica","plan_parcial_urbanistico_politica","modificacion_urbanistico_politica","proyecto_urbanistico_politica","licencia_urbanistico_politica","otros_urbanistico_politica","recursos_interpuestos","sentencias_judiciales","n_fecha_sentencias","tribunal_dicta","fallo","hipoteca_cargas","cuantia_hipoteca","concurso_acreedores","entidades_financieras","figuras_proteccion_ambiental","nombre_figuras_proteccion_ambiental","zonificacion_nivel_proteccion","dominio_publico","enlaces_noticias","material_grafico","archivos_adjuntos","-","corpse_category","superficie_terreno_units","superficie_construida_units"
"146","Nuevo Tres Cantos","Plan Parcial Sector ""AR, Nuevo Tres Cantos""","40.626598"," -3.718078","Gran Vía de Tres Cantos","Tres Cantos","Madrid","Comunidad de Madrid","NEU - Nueva entidad urbana","NOE - Nuevo desarrollo urbano","Ecologistas en Acción","http://www.nacionrotonda.com/2013/06/tres-cantos-madrid-2005-2012.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=439576&y=4497254&zone=30&r=666&visible=PNOA;","Vuelo PNOA fecha estimada 07-2014","Ana Sevilla Martín",329.2813,"543539",,"6900",,"39 Ha (actividades productivas, uso industrial y terciario)","7 Ha","60ha","Edificación terminada con uso parcial",,"Ayuntamiento de Tres Cantos","FCC Construcción S.A.","Bunch S.L. Arquitectura y Proyectos","La definición de un modelo productivo vinculado a las comunicaciones existentes y futuras, como complemento de la actividad residencial, y de un nuevo concepto de ocio y equipamiento de gran calidad, forman parte de los objetivos estructurales del ámbito","903","28","Residencial Colectivo","Uso industrial y terciario, comercial, equipamientos/dotaciones y zonas verdes","Edificación en Manzana Cerrada","También viviendas unifamiliares adosadas","1211934","6900",,"93 Ha","7Ha","60 Ha","20,000",,"15/04/2005","16/02/2006","22/11/2006","17/05/2007","20/05/2011",,"Ana Estirado Gorria, Cristina Vega Escobar, Tomás Grados Méndez, Jose María Villacampa Sanz, Laura Lagunilla Albasanz, Ignacio Giménez Fernández, María de la Montaña Espartero Márquez","Ana Estirado Gorria, Cristina Vega Escobar, Tomás Grados Méndez, Jose María Villacampa Sanz, Laura Lagunilla Albasanz, Ignacio Giménez Fernández, María de la Montaña Espartero Márquez","Ana Estirado Gorria, Cristina Vega Escobar, Tomás Grados Méndez, Jose María Villacampa Sanz, Laura Lagunilla Albasanz, Ignacio Giménez Fernández, María de la Montaña Espartero Márquez ","Santiago García Jiménez, Enrique Jesús Luque Martínez, Rebeca Rodero García.",,,,,,,,,,,"Nº 104/2014, fecha: 19/03/2014","Dña. María Gloria Rossi Nieto, Secretaria del Juzgado de lo contencioso Administrativo nº2 de Madrid","Desestima el recurso contencioso-administrativo interpuesto por Mosquilla S.L.","Liquidaciones sobre bienes inmuebles correspondientes a ciertas fincas","11854.96 €",,,,,"No hay ninguna protección especial por ser un lugar con peligro de contaminación ambiental. Por tanto se han realizado unas medidas protectoras y correctoras que son: Localización de zonas auxiliares, Gestión de residuos y sobrantes de obra durante la construcción, medidas de la protección de la calidad del aire, retirada, acopio y mantenimiento de la tierra vegetal, medidas protectoras del patrimonio arqueológico, medidas protectoras contra el ruido e impermeabilización de las zonas de ubicación de las instalaciones auxiliares",,,"http://2.bp.blogspot.com/-LyjpsJzn00k/T0ywnUb6ZrI/AAAAAAAADwc/bzD7FDMiq8k/s1600/Captura+de+pantalla+2012-02-28+a+la(s)+11.39.03.png, http://comcastellana.com/contenido/uploads/2015/05/mapa-parcela-tres-cantos.jpg, http://4.bp.blogspot.com/-J9HuKDhJ1SI/T0ywTMhExpI/AAAAAAAADwE/ReCqPnJ2438/s1600/Captura+de+pantalla+2012-02-28+a+la(s)+11.36.02.png","http://www.trescantos.es/portal/uploads/vivir/planparcial/PLAN%20PARCIAL%20MEMORIA-def.pdf, http://www.trescantos.es/portal/uploads/vivir/planparcial/reparcelacion1.pdf,http://www.trescantos.es/web/images/urbanismo/Memoria_tpt10.pdf,http://www.trescantos.es/web/images/urbanismo/memoriaflexibilidad.pdf,http://www.trescantos.es/portal/uploads/vivir/planparcial/memoria_urbanizacion.pdf, http://www.trescantos.es/web/images/pdf/sentencias2014t.pdf",,"Adoptado","area_hectares","area_square_meters"
"147","P.P. de Torrelodones","Sector A.H.S","40.5656275","-3.9188534","Area Homogénea Sur,Torrelodones","Torrelodones","Madrid","Comunidad de Madrid","NOE - Nuevo desarrollo urbano",,"Ecologistas en Acción","http://www.nacionrotonda.com/2014/02/torrelodones-sur-madrid.html","https://www.google.es/maps/@40.5656275,-3.9188534,1699m/data=!3m1!1e3?hl=es",,,,,,,,,,,"Edificación terminada con uso parcial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"148","El Cañaveral","UZP.2.03 ""Los Ahijones""","40.4004331","-3.5544875","Poligono los Cerros, Vicálvaro","Vicálvaro","Madrid","Comunidad de Madrid","NOE - Nuevo desarrollo urbano",,"Ecologistas en Acción","http://www.nacionrotonda.com/2013/05/la-canada-real-madrid-2005-2012.html","https://www.google.es/maps/@40.4004331,-3.5544875,2386m/data=!3m1!1e3?hl=es",,,,,,,,,,,"Urbanización terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"149","Los Berrocales","Poligono UZP 2.04","40.3840293","-3.5959624","Los Berrocales, Vicálvaro","Vicálvaro","Madrid","Comunidad de Madrid","NOE - Nuevo desarrollo urbano",,"Ecologistas en Acción","http://es.wikipedia.org/wiki/Los_Berrocales_(Madrid)","https://www.google.es/maps/place/Poligono+UZP0204+los+Berrocales,+30,+28031+Madrid/@40.3840293,-3.5959624,2421m/data=!3m1!1e3!4m2!3m1!1s0xd42253ce2917d29:0xd46bfdba99f3e2c7!6m1!1e1?hl=es",,,773.32,,,"23387",,,,,"Inicio de los trabajos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ámbito urbanístico afectado por la sentencia del Tribunal Supremo de 27 de febrero de 2003, casada parcialmente por sentencia del Tribunal Supremo de 3 de julio de 2007.",,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"150","Estadio de Vallehermoso y Parque de Santander","Solar ""Estadio Vallehermoso""","40.4413678","-3.7094678","Calle Juan Vigón, Madrid","Madrid","Madrid","Comunidad de Madrid","DEO - Desarrollo ligado a instalaciones de ocio",,"Ecologistas en Acción","http://www.nacionrotonda.com/2013/10/estadio-de-vallehermoso-y-parque-de.html","https://www.google.es/maps/@40.4413678,-3.7094678,563m/data=!3m1!1e3?hl=es",,,,,,,,,,,"Inicio de los trabajos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"151","El hospital de Collado Villalba","Sector ""La Chopera""","40.6543497","-4.0023212","Calle Castilla, Collado Villalba","Collado Villalba","Madrid","Comunidad de Madrid","TIA - Infraestructuras de impacto territorial ",,"Ecologistas en Acción","http://sociedad.elpais.com/sociedad/2010/03/24/actualidad/1269385203_850215.html","https://www.google.es/maps/@40.6543497,-4.0023212,1209m/data=!3m1!1e3?hl=es",,,5.76,,,,,,,,"Urbanización terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"152","Tres Cantos y Real Federación Española de Golf","Finca ""Valdeloshielos""","40.5941662","-3.7247196","Unnamed Rd, 28760 Tres Cantos","Tres Cantos","Madrid","Comunidad de Madrid","TEA - Terciario aislado",,"Ecologistas en Acción","http://www.diagramconsultores.com/anuncios-ong-videos/medio-ambiente/31383-no-al-campo-de-golf-de-valdeloshielos-v15-31383","https://www.google.es/maps/@40.5941662,-3.7247196,1517m/data=!3m1!1e3?hl=es",,,230,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"153","Campo de golf en El Rincón","Finca ""El Rincón""","40.3158469","-4.2120907","M-507, 28620 Aldea del Fresno","Aldea del Fresno","Madrid","Comunidad de Madrid","TEA - Terciario aislado",,"Ecologistas en Acción",,"https://www.google.es/maps/@40.3158469,-4.2120907,1704m/data=!3m1!1e3?hl=es",,,71,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"154","Hotel Chicago Metropole","HOTEL CHICAGO METROPOLE","40.417345","-3.698536","Cedaceros, 6","Madrid","Madrid","Comunidad de Madrid","NOE - Nuevo desarrollo urbano",,,"http://chicagometropoleconfidencial.weebly.com/, http://www.julioprado.es/carga.php, http://derebusmatritensis.com/2014/06/16/la-arquitectura-madrilena-de-antonio-palacios/",,,"@cibermaruja",0.334,,,,,,,,"Edificación no terminada","Era un edificio comercial y de viviendas del arquitecto Antonio Palacios de 1913-14. Se planeó en 2012 hacer un hotel de 4* y 56 habitaciones, para lo que se derribó entero excepto la fachada que se mantiene a duras penas gracias a unos andamios abandonados. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"155","CITO (Centro de Investigación y Tratamiento Oncológico)",,"40.35970765127045","-3.9205098152160645",,"Villaviciosa de Odón","Madrid","Comunidad de Madrid","TIA - Infraestructuras de impacto territorial ",,,,"https://www.google.es/maps/place/40%C2%B021'35.0%22N+3%C2%B055'13.8%22W/@40.3597118,-3.9227038,733m/data=!3m1!1e3!4m2!3m1!1s0x0:0x0?hl=en",,"@brucknerite",,,,,,,,,"Edificación no terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"156","Centro de Recepción de visitantes. Antigua fábrica ""perfumerias GAL""","Antigua fábria GAL","40.48119748975232","-3.3790898323059078","Calle Reino Unido s/n",,"Madrid","Comunidad de Madrid",,"DEO - Desarrollo ligado a instalaciones de ocio",,,"http://www.fuenco.es/articulo.php?Id=10
",,"Drawon",,,,,,,,,"Edificación terminada sin uso","Quizá porque le dieron mucha propaganda política al principio, se gastaron un dineral 1.810.697,88 € en su rehabilitación. Ha tenido diferentes propuestas, museo de la moto, centro de recepción de visitantes, y para lo único que ha quedado es para poner algún belén gigante en navidad. Temporalmente también en el solar de enfrente algún circo han colocado. Actualmente sigue cerrado.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"157","Centro Interpretación Complutum","Centro de interpretación Romana Complutum","40.47353020854369","-3.3912777900695796","Calle Antonio Suárez s/n","Alcalá de henares","Madrid","Comunidad de Madrid","TEP - Terciario vinculado a población",,,"http://www.dream-alcala.com/30264-el-ayuntamiento-quiere-abrir-el-centro-de-interpretacion-de-complutum/
",,,"Drawon",7,,,,,,,,"Edificación terminada sin uso","El recinto arqueológico de la ciudad romana de Complutum ocupa más de 7 hectáreas de terreno y fue abierto al público en 2012 tras nueve años de trabajo para preparar las calles, edificios e itinerarios turísticos. Se ha inaugurado varias veces, pero creo que sigue cerrado al publico. En la actualidad y anexo al yacimiento se encuentre el citado Centro de Interpretación de Complutum, un edificio totalmente acabado y repleto de valiosos restos arqueológicos frutos de muchos años de trabajo, pero que nunca ha sido abierto al público por falta de fondos y los recortes presupuestarios de la Comunidad de Madrid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"158","La Biblioteca Central de Leganés","La Biblioteca Central de Leganés","40.34200578698617","-3.7527751922607426","Avda. Reina Sofía","Leganés","Madrid","Comunidad de Madrid",,,,"http://ccaa.elpais.com/ccaa/2015/01/30/madrid/1422638347_256064.html",,,"Man_u",0.8,,,,,,,,"Edificación no terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"159","Centro Cultural Extremadura"," Centro Cultural Extremadura","40.34390292959188","-3.745597600936889","Avda María Moliner","Leganés","Madrid","Comunidad de Madrid",,,,"http://barrioleganesnorte.over-blog.es/article-el-centro-cultural-abandonado-y-peligroso-122400237.html",,,"Man_u",,,,,,,,,"Edificación no terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"160","Polígono de Villamantilla",,"40.34469611564008","-4.133284091949462",,"Villamantilla","Madrid","Comunidad de Madrid","ZIP - Zona industrial vinculada a población",,,,,,"@brucknerite",,,,,,,,,"Urbanización no terminada",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"161","Instituto de medicina molecular Príncipe de Asturias","IMMPA. INSTITUTO DE MEDICINA MOLECULAR PRINCIPE DE ASTURIAS.","40.514591"," -3.348051","Parque científico tecnológico","Alcalá de Henares","Madrid",,"TEP - Terciario vinculado a población","TEP - Terciario vinculado a población","DRAWON","http://www.arkygestur.com/proyecto/arkygestur-immpa-de-alcala/, http://www.abc.es/20120604/sociedad/abci-csic-centro-faraonico-despilfarro-201206031743.html, http://www.diariocritico.com/noticia/23228/noticias/alcala-de-henares-contara-con-un-instituto-de-medicina-molecular.html","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=470690&y=4484897&zone=30&r=353&visible=MAPA_MTN25;",,"DRAWON",4.951942,"32500","70%",,,"1",,"1","Edificación terminada sin uso","El edificio del IMMPA en Alcalá de Henares, costó 40 millones de euros. Nunca se abrió. No había investigadores ni dinero. El CSIC tiene un plan de futuro
","CSIC.",,"Arkygestur Consultores S.A",,"28079      6","28005      3","Otros",,"Edificación en Manzana Cerrada","http://www.arkygestur.com/proyecto/arkygestur-immpa-de-alcala/
","32500",,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"http://www.abc.es/20120604/sociedad/abci-csic-centro-faraonico-despilfarro-201206031743.html, http://www.diariocritico.com/noticia/23228/noticias/alcala-de-henares-contara-con-un-instituto-de-medicina-molecular.html
",,"Adoptado","area_hectares","area_square_meters"
"162","Fortuna Hill Nature and Residential Golf Resort","SU “las Lamparillas”","38.156486"," -1.114678","Carretera C-3223 y A5, Lamparillas","Fortuna",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Mediturban-","http://www.juliaschulzdornburg.com/cas/fortuna-hill-nature-and-residential-golf-resort?page_id=1258","http://www2.ign.es/iberpix/visoriberpix/visorign.html?x=665316&y=4224812&zone=30&r=936&visible=PNOA;","IGN-PNOA. Vuelo 2013-06","Ruinas Modernas",186.868,,"17%","221",,,,,"Edificación no terminada","La urbanización tampoco está acabada","Eurocasas del Grupo San Antonio (urbanización) Gestimur S.L. ( plan parcial)","Eurohouses","Sima Arquitectura S.L ","Fortuna Hill es mucho más que un residencial, es disfrutar de una tarde de compras en su gran centro comercial, deleitarse con una exquisita propuesta gastronómica,jugar cada día al golf, dejarse mimar con los cuidados termales de nuestro Spa","30020","30","Residencial Unifamiliar"," residencial y terciario que admite uso turístico","Vivienda unifamiliar pareada o adosada","Viviendas plurifamiliares colectivas pareadas o adosadas y edificaciones aisladas para uso terciario y turístico.
","373736","2803",,,,,"9810.5",,"04/2004","28/09/2004","09/09/2004","17/05/2005",,,,"Tomás Bernal Romero ",,,,,,,,,,,,,,,,,,"Juzgado:MERCANTIL nº 3  de ALICANTE (Alicante). Procedimiento:12/2010. Declaración:10-03-2010. Concurso:Voluntario, Ordinario. Situación:En liquidación.",,,,,,"http://murciaeconomia.com/not/8778/",,,,"Adoptado","area_hectares","area_square_meters"
"163","Isla del Fraile Resort","sector “Niágara”","37.418071"," -1.552746","Ctra. de Calabardina, 30880 ","Águilas",,"Región de Murcia","NOE - Nuevo desarrollo urbano","DEN - Desarrollo ligado a espacios naturales","Ruinas Modernas- Mediturban-","http://www.juliaschulzdornburg.com/cas/isla-del-fraile-resort?page_id=1251",,,"Ruinas Modernas",41.5515,,,,,,,,"Edificación terminada con uso parcial","Desmonte del terreno completo, edificación de sector RD1,RD2 de viviendas completados, sector RD5 parcialmente acabado (aprox. un 22,5% de la totalidad de la edificación), obra en estado de abandono.
","Dursa Inmobiliaria, Desarrollos Urbano Marítimos, S.L.","Aguileña de Contratas sl, J. J Ros Restauración SL","EDSA. USA (master plan), José Bretón García, Joaquín Fiestas Gómez, Raúl García Sánchez y Jorge Sotelino Vico (proyectos).
","Vas a recuperar sensaciones que creías olvidadas. Todo es aquí un placer para los sentidos, una sensación de paz y un clima que te permite disfrutar las cuatro estaciones del año. Viviendas de extraordinarias calidades con instalaciones para tenis, padel y natación, servicio de ludotecas y helipuerto, embarcadero y anfiteatro.

",,,"Residencial Colectivo","con campo de Golf","Volumen específico","viviendas colectivas en bloque escalonado. Viviendas unifamiliares","145143","1228",,,,,"4298",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"164","Marina de Cope ","AIR (Actuación de Interés Regional) Marina de Cope ","37.451286","-1.494312","Cabo Cope, ","Águilas y Lorca",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Mediturban-Ecologistas en Acción","http://www.juliaschulzdornburg.com/cas/marina-de-cope?page_id=1256",,,"Ruinas Modernas",2118.021,,,,,,,,"Proyecto tramitado (no iniciado)",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"2961874","9000",,,,,"31500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"165","Monte Aledo Resort","sector 6 “Cabezo de Molino”","37.785097","-1.588683","polígono 6, paraje Cabezo del Molino,","Aledo",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Mediturban- ","http://www.juliaschulzdornburg.com/cas/monte-aledo-resort?page_id=1260",,,"Ruinas Modernas",116.9998,,,,,,,,"Inicio de los trabajos (movimiento de tierras)",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"409500","4890",,,,,"17115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"166","Trampolin Hills Golf Resort","Paraje “El Barril”","38.02771","-1.340289","El Barril, ","Campos del Río",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Mediturban-Nación Rotonda","http://www.nacionrotonda.com/2013/06/trampolin-hills-campos-del-rio-murcia.html, http://www.juliaschulzdornburg.com/cas/trampolin-hills",,,"Ruinas Modernas",119.1729,,,,,,,,"Urbanización no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"297932","2573",,,,,"9005.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"167","Campo de Vuelo Residential","sector US 14-01 “Ciudad de Vuelo”","37.753005"," -1.302395","Crta. Alhama-Cartagena, km 31.300, ","Alhama de Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas- Mediturban- ","http://www.juliaschulzdornburg.com/cas/campo-de-vuelo-residential",,,"Ruinas Modernas",158,,,,,,,,"Urbanización no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"317354","900",,,,,"3150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"168","Residencial La Loma Golf Resort","Zu-SP-MP5 “La Loma”","37.850933","-1.06679","Pedanía Los Martinez del Puerto, partido de Bálsicas","Murcia",,"Región de Murcia","DEO - Desarrollo ligado a instalaciones de ocio",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/la-loma-golf-resort",,,"Ruinas Modernas",58.5558,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"41222","520",,,,,"1820",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"169","Camposol?","Zu-SP-GT9 "" Camposol""","37.852086","-1.043015","La Tercia-Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/camposol",,,"Ruinas Modernas",60,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"170","Lo Santiago Hills","ZU-SP-GT4 “El Trampolin”
","37.847799","-1.039281","Finca Los Santiago, Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/lo-santiago-hills",,,"Ruinas Modernas",50.6388,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"41777","248",,,,,"868",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"171","La Tercia II ?","sector ZU-SP-GT18 “La Tercia II”","37.857473","-1.036234","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/la-tercia-ii",,,"Ruinas Modernas",31.388,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"25695","311",,,,,"1088.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"172","Vento Cortado?","ZU-SP-GT10 “vento Cortado”","37.845071","-1.036491","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/vento-cortado",,,"Ruinas Modernas",123.241,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"173","Residencial La tercia","Zu-SP-GT7 “La Tercia”","37.840564","-1.029153","Paraje ""Casas del Cura"", Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","www.juliaschulzdornburg.com/cas/residencial-la-tercia",,,"Ruinas Modernas",46.7718,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"38236","509",,,,,"1781.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"174","Los Mazones","ZU-SR-GT21 “Lo Mazon”","37.874549","-1.019154","Polígono 53, parcela 7. Los Mazones","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/los-mazones",,,"Ruinas Modernas",90.2663,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"461596",,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"175","Tres Molinos Norte?","ZU-SP-GT16 “TRES MOLINOS NORTE”","37.861675","-1.019626","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/tres-molinos",,,"Ruinas Modernas",,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,,,,,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"176","3 Molinos Resort","Zu-SP-GT15  “TRES MOLINOS SUR”","37.846054","-1.0113","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/tres-molinos-resort",,,"Ruinas Modernas",280.1548,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"230089","2142",,,,,"7497",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"177","United Golf Resort La tercia","Zu-SR-GT3 “Los Cañares”","37.865571","-1.009283","Av. Bálsicas. 30590 Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana","DEO - Desarrollo ligado a instalaciones de ocio","Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/united-golf-resort",,,"Ruinas Modernas",99.212,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"92601","1062",,,,,"3717",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
"178","La Nueva Tercia Residencial","ZB- GT1 ","37.882551","-1.007073","Gea y Truyols","Murcia",,"Región de Murcia","NEU - Nueva entidad urbana",,"Ruinas Modernas","http://www.juliaschulzdornburg.com/cas/nueva-tercia-residencial",,,"Ruinas Modernas",12.552,,,,,,,,"Edificación no terminada",,,,,,,,"Residencial Unifamiliar",,"Vivienda unifamiliar pareada o adosada",,"70099","294",,,,,"1029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adoptado","area_hectares","area_square_meters"
